,order_id,product_id,add_to_cart_order,reordered
13727348,1448926,4047,2,1
13727349,1448926,9076,3,1
13727350,1448926,31865,4,0
13727351,1448926,39351,5,0
13727352,1448926,19173,6,1
13727353,1448926,19039,7,0
13727354,1448926,13230,8,1
13871404,1463979,42972,1,1
13871405,1463979,47977,2,1
13871406,1463979,35914,3,1
13871407,1463979,31964,4,1
13871408,1463979,44855,5,1
13871873,1464030,36011,1,1
13871874,1464030,14875,2,1
13871875,1464030,3318,3,1
13871876,1464030,9076,4,1
13871877,1464030,29689,5,1
13871878,1464030,28199,6,1
13871879,1464030,46749,7,0
13871880,1464030,19863,8,1
13871881,1464030,9558,9,0
13886491,1465543,4306,1,1
13886492,1465543,19173,2,1
13886493,1465543,5785,3,1
13886494,1465543,30511,4,1
13886495,1465543,4047,5,1
13886496,1465543,41290,6,0
13886497,1465543,35921,7,0
13886498,1465543,42834,8,1
13886499,1465543,37215,9,0
13960727,1473313,33589,1,1
13960728,1473313,15424,2,1
14014508,1479036,42972,1,1
14017503,1479364,44234,1,1
14017504,1479364,19468,2,0
14017505,1479364,215,3,0
14017506,1479364,33589,4,1
14017507,1479364,15424,5,1
14077755,1485718,33000,1,1
14077756,1485718,21385,2,1
14077757,1485718,47348,3,0
14278658,1506779,5262,1,1
14278659,1506779,43798,2,0
14278660,1506779,41230,3,1
14278661,1506779,11405,4,0
14278662,1506779,28594,5,1
14356258,1514915,49235,1,1
14356259,1514915,13042,2,0
14356260,1514915,15680,3,1
14356261,1514915,30339,4,0
14402953,1519799,24852,1,1
14402954,1519799,14917,2,1
14402955,1519799,36865,3,1
14402956,1519799,29328,4,1
14402957,1519799,17878,5,1
14402958,1519799,28465,6,1
14402959,1519799,13263,7,1
14402960,1519799,35851,8,1
14402961,1519799,8277,9,1
14503646,1530365,49235,1,1
14503647,1530365,43744,2,1
14503648,1530365,22362,3,1
14503649,1530365,40199,4,1
14578425,1538279,4461,1,0
14578426,1538279,35951,2,0
14578427,1538279,18811,3,0
14578428,1538279,12315,4,0
14578429,1538279,47209,5,1
14578430,1538279,33736,6,0
14578431,1538279,30059,7,0
14578432,1538279,42736,8,0
14601152,1540682,9075,1,0
14601153,1540682,682,2,1
14601154,1540682,24852,3,0
14601155,1540682,35042,4,0
14601156,1540682,23927,5,0
14601157,1540682,19488,6,0
14601158,1540682,4619,7,0
14601159,1540682,46235,8,0
14601160,1540682,34165,9,0
14601161,1540682,5148,10,0
14601162,1540682,5550,11,0
14601163,1540682,16224,12,0
14601164,1540682,24044,13,1
14601165,1540682,5048,14,0
14601166,1540682,28884,15,0
14601167,1540682,36103,16,0
14601168,1540682,32211,17,0
14628680,1543567,13176,1,1
14628681,1543567,43352,2,0
14628682,1543567,48510,3,0
14628683,1543567,651,4,0
14628684,1543567,21385,5,1
14628685,1543567,30486,6,1
14628686,1543567,10258,7,1
14772326,1558665,49235,1,0
14772327,1558665,22362,2,0
14772328,1558665,43744,3,0
14928634,1575156,19849,1,1
14928635,1575156,42972,2,1
14928636,1575156,35914,3,1
14928637,1575156,30776,4,1
14928638,1575156,47977,5,1
14928639,1575156,48559,6,1
14928640,1575156,7693,7,1
14928641,1575156,13176,8,1
14928642,1575156,37552,9,0
15370450,1621899,48747,1,1
15370451,1621899,22151,2,1
15370452,1621899,35851,3,1
15370453,1621899,24852,4,1
15370454,1621899,43122,5,1
15370455,1621899,19706,6,1
15370456,1621899,29328,7,1
15370457,1621899,2426,8,1
15370458,1621899,33984,9,0
15370459,1621899,36205,10,0
15370460,1621899,34137,11,0
15370461,1621899,8728,12,0
15681445,1654564,21385,1,1
15681446,1654564,8859,2,1
15681447,1654564,42265,3,1
15681448,1654564,21903,4,1
15681449,1654564,16797,5,0
15681450,1654564,25017,6,0
15681451,1654564,28371,7,0
15757905,1662678,44943,1,0
15757906,1662678,32478,2,0
15840219,1671384,37220,1,1
15840220,1671384,10798,2,0
15840221,1671384,1463,3,1
15840222,1671384,23233,4,1
15840223,1671384,7963,5,0
15840224,1671384,5876,6,0
15840225,1671384,14486,7,0
15840226,1671384,47766,8,1
15840227,1671384,42701,9,0
15840228,1671384,4605,10,0
15840229,1671384,21903,11,1
15840230,1671384,41588,12,0
15840231,1671384,27156,13,0
15840232,1671384,30391,14,1
15840233,1671384,30489,15,1
15840234,1671384,34401,16,0
16007023,1688830,13176,1,1
16007024,1688830,6184,2,1
16007025,1688830,49243,3,0
16007026,1688830,49235,4,1
16427188,1732888,48109,1,1
16427189,1732888,41950,2,1
16427190,1732888,30391,3,1
16427191,1732888,40229,4,0
16427192,1732888,18418,5,0
16427193,1732888,8866,6,1
16427194,1732888,37646,7,0
16427195,1732888,17713,8,0
16495694,1740156,21386,1,1
16495695,1740156,42500,2,1
16495696,1740156,7948,3,1
16495697,1740156,5769,4,1
16495698,1740156,890,5,0
16495699,1740156,13948,6,1
16578419,1748765,33000,1,0
16578420,1748765,13176,2,0
16578421,1748765,46473,3,0
16578422,1748765,6184,4,0
16578423,1748765,18441,5,0
16578424,1748765,49235,6,0
16611819,1752305,33000,1,1
16611820,1752305,34208,2,1
16611821,1752305,49235,3,1
16761695,1768002,31551,1,1
16761696,1768002,5785,2,1
16761697,1768002,35921,3,1
16761698,1768002,42834,4,1
16761699,1768002,28630,5,0
16761700,1768002,29553,6,1
16761701,1768002,4306,7,1
16761702,1768002,42460,8,1
16761703,1768002,38929,9,0
16870067,1779490,8277,1,1
16870068,1779490,24852,2,1
16870069,1779490,22825,3,1
16870070,1779490,7185,4,1
16870071,1779490,23630,5,0
16870072,1779490,28670,6,1
16894932,1782095,47766,1,1
16894933,1782095,44142,2,1
16894934,1782095,46206,3,0
16894935,1782095,16349,4,1
16894936,1782095,42585,5,1
17185718,1812987,6361,1,1
17185719,1812987,36011,2,1
17185720,1812987,21137,3,1
17185721,1812987,24852,4,1
17185722,1812987,15399,5,1
17185723,1812987,31343,6,1
17185724,1812987,35221,7,1
17185725,1812987,31927,8,1
17185726,1812987,47766,9,1
17185727,1812987,23734,10,1
17185728,1812987,39024,11,1
17185729,1812987,4920,12,0
17185730,1812987,46969,13,0
17185731,1812987,39275,14,0
17185732,1812987,47626,15,0
17185733,1812987,43352,16,0
17185734,1812987,8424,17,0
17185735,1812987,29387,18,1
17194363,1813880,24852,1,1
17194364,1813880,17878,2,1
17194365,1813880,27344,3,1
17194366,1813880,45066,4,1
17194367,1813880,40571,5,1
17194368,1813880,47209,6,1
17194369,1813880,5785,7,1
17194370,1813880,4217,8,1
17194371,1813880,18353,9,1
17194372,1813880,44948,10,1
17194373,1813880,22825,11,1
17194374,1813880,13808,12,1
17194375,1813880,17579,13,1
17194376,1813880,6342,14,1
17194377,1813880,19634,15,1
17222671,1816831,21385,1,1
17222672,1816831,13424,2,1
17222673,1816831,5161,3,1
17222674,1816831,17720,4,1
17222675,1816831,42265,5,1
17277023,1822432,24852,1,1
17277024,1822432,17878,2,1
17277025,1822432,9426,3,1
17277026,1822432,14917,4,1
17277027,1822432,12341,5,1
17277028,1822432,47209,6,1
17277029,1822432,36865,7,1
17277030,1822432,43122,8,1
17277031,1822432,27344,9,1
17277032,1822432,29328,10,1
17277033,1822432,4217,11,1
17277034,1822432,45066,12,1
17277035,1822432,21137,13,1
17277036,1822432,36342,14,1
17277037,1822432,17874,15,1
17277038,1822432,36205,16,1
17277039,1822432,34137,17,1
17378323,1833085,24852,1,1
17378324,1833085,17878,2,1
17378325,1833085,17183,3,1
17378326,1833085,27966,4,1
17378327,1833085,36865,5,1
17378328,1833085,27344,6,1
17378329,1833085,17898,7,1
17378330,1833085,48726,8,1
17378331,1833085,35851,9,1
17378332,1833085,29328,10,1
17378333,1833085,30169,11,1
17378334,1833085,45066,12,0
17378335,1833085,39275,13,1
17378336,1833085,47209,14,1
17378337,1833085,21137,15,1
17623753,1858830,10509,1,1
17623754,1858830,5028,2,1
17623755,1858830,13042,3,1
17623756,1858830,43744,4,1
17623757,1858830,6184,5,0
17623758,1858830,13914,6,0
17623759,1858830,20955,7,0
17623760,1858830,38928,8,0
17623761,1858830,17957,9,0
17623762,1858830,43721,10,1
17633466,1859843,24852,1,0
17633467,1859843,48726,2,0
17633468,1859843,48747,3,0
17633469,1859843,6508,4,0
17633470,1859843,22825,5,0
17633471,1859843,43122,6,0
17633472,1859843,22255,7,0
17633473,1859843,2426,8,0
17633474,1859843,42139,9,0
17704748,1867239,27966,1,1
17704749,1867239,8174,2,0
17704750,1867239,13176,3,0
17713078,1868091,24852,1,1
17713079,1868091,22151,2,1
17713080,1868091,48747,3,1
17713081,1868091,43122,4,1
17713082,1868091,19706,5,1
17713083,1868091,6342,6,0
17713084,1868091,35851,7,1
17713085,1868091,2716,8,1
17713086,1868091,45210,9,0
17713087,1868091,29328,10,1
17713088,1868091,21137,11,1
17713089,1868091,7185,12,0
17713090,1868091,44786,13,1
17713091,1868091,33787,14,0
17713092,1868091,8929,15,0
17713093,1868091,19548,16,0
17789830,1876233,38929,1,1
17789831,1876233,8993,2,0
17789832,1876233,14688,3,0
17992352,1897826,7080,1,0
17992353,1897826,5296,2,0
17992354,1897826,14168,3,0
17992355,1897826,33894,4,1
17992356,1897826,19604,5,0
17992357,1897826,39275,6,1
17992358,1897826,24296,7,0
18149379,1914409,36011,1,1
18149380,1914409,39275,2,1
18149381,1914409,23776,3,0
18149382,1914409,13418,4,0
18149383,1914409,14875,5,1
18149384,1914409,3318,6,1
18149385,1914409,23840,7,1
18299722,1930236,36342,1,1
18299723,1930236,24852,2,1
18299724,1930236,12341,3,1
18299725,1930236,29328,4,1
18299726,1930236,27344,5,1
18299727,1930236,13808,6,1
18299728,1930236,33787,7,1
18299729,1930236,9561,8,1
18299730,1930236,8277,9,1
18299731,1930236,23719,10,0
18299732,1930236,12398,11,0
18331597,1933632,17878,1,1
18331598,1933632,14917,2,1
18331599,1933632,47209,3,1
18331600,1933632,27344,4,1
18331601,1933632,29328,5,1
18331602,1933632,4217,6,1
18331603,1933632,45066,7,1
18331604,1933632,21137,8,1
18331605,1933632,36342,9,1
18331606,1933632,36205,10,1
18331607,1933632,34137,11,1
18331608,1933632,9426,12,1
18331609,1933632,36865,13,1
18331610,1933632,24852,14,1
18516426,1953228,42972,1,1
18516427,1953228,47977,2,1
18516428,1953228,7693,3,1
18516429,1953228,44855,4,1
18516430,1953228,13230,5,1
18516431,1953228,21125,6,1
18516432,1953228,13176,7,1
18516433,1953228,30696,8,1
18516434,1953228,30776,9,0
18516435,1953228,32740,10,0
18516436,1953228,48559,11,0
18516437,1953228,45603,12,0
18659282,1968246,7021,1,1
18659283,1968246,48109,2,1
18851651,1988333,30776,1,1
18851652,1988333,19849,2,1
18851653,1988333,45265,3,1
18851654,1988333,42972,4,1
18851655,1988333,32648,5,1
18851656,1988333,27796,6,1
18851657,1988333,47479,7,0
18881714,1991531,42224,1,0
18881715,1991531,30280,2,0
18881716,1991531,24917,3,0
18881717,1991531,18023,4,1
18881718,1991531,21386,5,1
19029147,2006906,12476,1,0
19106234,2015145,940,1,1
19106235,2015145,26932,2,1
19153796,2020198,22028,1,0
19222917,2027430,29689,1,1
19295346,2035103,7398,1,1
19295347,2035103,47611,2,1
19295348,2035103,36011,3,1
19295349,2035103,14281,4,0
19295350,2035103,8898,5,1
19325362,2038243,22935,1,0
19325363,2038243,39812,2,0
19325364,2038243,34126,3,0
19325365,2038243,1999,4,0
19325366,2038243,4799,5,0
19325367,2038243,42347,6,0
19325368,2038243,8694,7,1
19325369,2038243,48109,8,1
19325370,2038243,8866,9,0
19526711,2059525,6291,1,0
19526712,2059525,24964,2,0
19526713,2059525,34966,3,0
19526714,2059525,18615,4,0
19526715,2059525,45993,5,0
19653930,2072819,5785,1,0
19653931,2072819,19173,2,0
19653932,2072819,39275,3,0
19653933,2072819,27966,4,0
19653934,2072819,49478,5,0
19653935,2072819,4306,6,0
19653936,2072819,9783,7,0
19653937,2072819,10673,8,0
19689537,2076621,23088,1,0
19689538,2076621,40078,2,0
19689539,2076621,46667,3,1
19782388,2086465,6948,1,0
19782389,2086465,34688,2,0
19782390,2086465,36070,3,0
19782391,2086465,27695,4,0
19782392,2086465,311,5,0
19782393,2086465,27966,6,0
19782394,2086465,16797,7,0
19852305,2093896,49235,1,1
19852306,2093896,43744,2,1
19852307,2093896,22362,3,1
19852308,2093896,13032,4,1
19852309,2093896,26348,5,1
19863199,2095040,1631,1,0
19863200,2095040,20955,2,1
19863201,2095040,11154,3,1
19863202,2095040,47611,4,1
19863203,2095040,36011,5,1
19924317,2101436,9561,1,1
19924318,2101436,24852,2,1
19924319,2101436,36342,3,1
19924320,2101436,16505,4,1
19924321,2101436,8277,5,1
19924322,2101436,44948,6,1
19924323,2101436,22151,7,1
20024669,2112047,15081,1,0
20024670,2112047,40063,2,0
20024671,2112047,23339,3,0
20024672,2112047,8594,4,0
20024673,2112047,11520,5,0
20024674,2112047,21903,6,0
20024675,2112047,24184,7,0
20024676,2112047,46667,8,0
20024677,2112047,30391,9,0
20024678,2112047,16759,10,0
20024679,2112047,40706,11,0
20024680,2112047,25890,12,0
20024681,2112047,45948,13,0
20024682,2112047,33741,14,0
20024683,2112047,18095,15,0
20024684,2112047,2450,16,0
20024685,2112047,46709,17,0
20024686,2112047,19376,18,0
20024687,2112047,39162,19,0
20024688,2112047,33290,20,0
20024689,2112047,40268,21,0
20024690,2112047,18382,22,0
20024691,2112047,4421,23,0
20024692,2112047,11760,24,0
20024693,2112047,40965,25,0
20024694,2112047,17400,26,0
20024695,2112047,19706,27,0
20024696,2112047,35221,28,0
20069039,2116661,8859,1,1
20076483,2117459,36011,1,1
20076484,2117459,43183,2,1
20076485,2117459,11154,3,1
20195441,2130204,41973,1,1
20195442,2130204,13176,2,1
20195443,2130204,21195,3,1
20195444,2130204,43352,4,1
20195445,2130204,5161,5,1
20195446,2130204,21385,6,1
20288341,2139942,29689,1,1
20288342,2139942,19863,2,1
20357013,2147193,4047,1,1
20357014,2147193,33894,2,1
20357015,2147193,38929,3,1
20357016,2147193,29689,4,1
20357017,2147193,30696,5,1
20357018,2147193,38049,6,1
20460575,2158279,7398,1,1
20460576,2158279,38049,2,0
20460577,2158279,19863,3,0
20460578,2158279,30696,4,0
20460579,2158279,13230,5,1
20460580,2158279,38929,6,1
20460581,2158279,28632,7,0
20460582,2158279,3800,8,1
20460583,2158279,27801,9,1
20590380,2172036,13176,1,1
20590381,2172036,41973,2,0
20590382,2172036,5161,3,1
20670322,2180598,35921,1,1
20670323,2180598,36307,2,0
20670324,2180598,37836,3,1
20670325,2180598,49326,4,0
20670326,2180598,40451,5,0
20670327,2180598,40767,6,0
20670328,2180598,19643,7,0
20670329,2180598,14668,8,0
20670330,2180598,33129,9,1
20670331,2180598,4306,10,1
20670332,2180598,8479,11,1
20670333,2180598,43945,12,0
20670334,2180598,21894,13,1
20670335,2180598,5785,14,1
20670336,2180598,19173,15,1
20670337,2180598,16797,16,0
20827431,2197068,940,1,1
20965521,2211531,47626,1,0
20965522,2211531,6046,2,0
20965523,2211531,25146,3,0
20965524,2211531,9076,4,1
20965525,2211531,21616,5,1
20965526,2211531,47766,6,1
20965527,2211531,49683,7,1
20965528,2211531,3856,8,0
20965529,2211531,28204,9,1
20965530,2211531,24852,10,0
20965531,2211531,44904,11,0
20965532,2211531,31506,12,0
21144291,2230209,34862,1,0
21144292,2230209,33548,2,1
21144293,2230209,21376,3,1
21144294,2230209,19068,4,1
21144295,2230209,33560,5,1
21144296,2230209,5077,6,1
21144297,2230209,16797,7,1
21144298,2230209,47626,8,1
21144299,2230209,28204,9,1
21144300,2230209,47766,10,1
21144301,2230209,25146,11,1
21144302,2230209,33129,12,1
21144303,2230209,22882,13,1
21144304,2230209,39581,14,1
21144305,2230209,49683,15,1
21144306,2230209,21616,16,1
21272497,2243858,33000,1,1
21272498,2243858,34208,2,0
21272499,2243858,49243,3,1
21272500,2243858,49235,4,1
21510787,2268936,36011,1,1
21510788,2268936,7398,2,1
21510789,2268936,33894,3,1
21510790,2268936,19173,4,1
21510791,2268936,3318,5,1
21510792,2268936,14875,6,1
21510793,2268936,43183,7,0
21520464,2269963,36103,1,1
21520465,2269963,32566,2,0
21520466,2269963,48903,3,1
21520467,2269963,5077,4,1
21520468,2269963,41213,5,0
21520469,2269963,22105,6,1
21520470,2269963,8228,7,0
21520471,2269963,9075,8,1
21520472,2269963,26209,9,0
21520473,2269963,19178,10,0
21520474,2269963,35752,11,0
21520475,2269963,38154,12,0
21520476,2269963,36085,13,0
21520477,2269963,43279,14,0
21520478,2269963,13643,15,0
21520479,2269963,39921,16,0
21520480,2269963,47144,17,1
21520481,2269963,41970,18,1
21520482,2269963,27796,19,0
21533404,2271304,33548,1,1
21533405,2271304,33791,2,1
21533406,2271304,21376,3,1
21533407,2271304,49647,4,1
21533408,2271304,19068,5,1
21533409,2271304,16797,6,1
21533410,2271304,47626,7,1
21533411,2271304,28204,8,1
21533412,2271304,47766,9,1
21533413,2271304,25146,10,1
21533414,2271304,33129,11,1
21533415,2271304,49007,12,1
21533416,2271304,22882,13,1
21533417,2271304,39581,14,1
21533418,2271304,49683,15,1
21533419,2271304,21616,16,1
21533420,2271304,19025,17,1
21731985,2292297,24852,1,1
21731986,2292297,46235,2,1
21731987,2292297,20607,3,0
21731988,2292297,21272,4,0
21731989,2292297,44929,5,0
21731990,2292297,22105,6,0
21731991,2292297,28427,7,1
21731992,2292297,41970,8,0
21809404,2300424,8402,1,0
21809405,2300424,30450,2,0
21809755,2300455,24852,1,1
21809756,2300455,6361,2,1
21809757,2300455,46979,3,0
21809758,2300455,5550,4,0
21809759,2300455,21137,5,1
21809760,2300455,33738,6,0
21809761,2300455,28986,7,0
21809762,2300455,30489,8,1
21809763,2300455,36011,9,1
21809764,2300455,5677,10,0
21809765,2300455,34720,11,0
21809766,2300455,47766,12,1
21809767,2300455,42110,13,0
21809768,2300455,30450,14,0
21809769,2300455,45066,15,0
21809770,2300455,34262,16,0
21809771,2300455,31343,17,0
21809772,2300455,35221,18,0
21809773,2300455,40377,19,0
21809774,2300455,18598,20,0
21809775,2300455,49683,21,0
21809776,2300455,21903,22,1
21809777,2300455,21937,23,0
21813054,2300796,19863,1,1
21813055,2300796,38049,2,1
21813056,2300796,8479,3,1
21813057,2300796,22309,4,1
21813058,2300796,28632,5,1
21813059,2300796,29689,6,1
21813060,2300796,3873,7,1
21813061,2300796,4047,8,1
22138778,2335073,13176,1,1
22263683,2348317,10798,1,1
22263684,2348317,26882,2,0
22263685,2348317,42701,3,1
22263686,2348317,34450,4,0
22263687,2348317,10246,5,0
22263688,2348317,13176,6,1
22263689,2348317,48888,7,0
22514222,2374648,16797,1,1
22514223,2374648,28204,2,1
22514224,2374648,47766,3,1
22514225,2374648,25146,4,1
22514226,2374648,49007,5,1
22514227,2374648,22882,6,1
22514228,2374648,49683,7,1
22514229,2374648,21616,8,1
22820630,2407099,5785,1,1
22820631,2407099,39275,2,1
22820632,2407099,32303,3,1
22820633,2407099,30511,4,1
22820634,2407099,19173,5,1
22820635,2407099,4306,6,1
22820636,2407099,14862,7,1
22820637,2407099,34163,8,1
22873445,2412592,17334,1,0
22873446,2412592,32691,2,0
22873447,2412592,33894,3,0
22873448,2412592,29689,4,0
22873449,2412592,14862,5,0
22873450,2412592,8898,6,0
22873451,2412592,34163,7,0
22873452,2412592,4306,8,1
22873453,2412592,28199,9,0
22873454,2412592,37836,10,0
22963870,2422012,21385,1,1
22963871,2422012,8048,2,0
22963872,2422012,11580,3,0
22963873,2422012,8571,4,0
23368646,2464687,42972,1,1
23368647,2464687,35914,2,1
23368648,2464687,21125,3,1
23368649,2464687,47977,4,1
23368650,2464687,48559,5,1
23368651,2464687,32740,6,1
23368652,2464687,7693,7,1
23368653,2464687,19849,8,1
23368654,2464687,32648,9,1
23414738,2469440,14715,1,1
23414739,2469440,5258,2,0
23460383,2474250,13176,1,1
23466477,2474900,27966,1,0
23466478,2474900,24852,2,1
23466479,2474900,36735,3,1
23466480,2474900,8277,4,1
23466481,2474900,36342,5,1
23466482,2474900,17874,6,0
23466483,2474900,21137,7,1
23466484,2474900,5785,8,1
23466485,2474900,17898,9,0
23466486,2474900,17579,10,0
23570255,2485877,9075,1,1
23570256,2485877,24852,2,1
23570257,2485877,29487,3,0
23570258,2485877,47144,4,0
23570259,2485877,34165,5,1
23570260,2485877,27258,6,0
23570261,2485877,21503,7,1
23654042,2494756,48747,1,1
23654043,2494756,22825,2,1
23654044,2494756,43122,3,1
23654045,2494756,24852,4,1
23654046,2494756,19706,5,0
23654047,2494756,35851,6,1
23654048,2494756,5161,7,0
23654049,2494756,29328,8,0
23654050,2494756,48726,9,1
23737464,2503547,35914,1,1
23737465,2503547,42972,2,1
23737466,2503547,49191,3,0
24048758,2536311,26405,1,1
24048759,2536311,5258,2,1
24048760,2536311,21195,3,0
24048761,2536311,33081,4,0
24048762,2536311,31759,5,0
24048763,2536311,14715,6,1
24095638,2541239,13176,1,1
24095639,2541239,46041,2,0
24520176,2586025,39001,1,0
24520177,2586025,22802,2,0
24520178,2586025,32923,3,1
24520179,2586025,26405,4,1
24520180,2586025,13948,5,1
24668458,2601663,21137,1,0
24668459,2601663,24852,2,0
24668460,2601663,30489,3,0
24668461,2601663,39561,4,0
24668462,2601663,8940,5,0
24668463,2601663,47766,6,0
24668464,2601663,35824,7,0
24668465,2601663,30252,8,0
24668466,2601663,35108,9,0
24668467,2601663,5615,10,0
24668468,2601663,15399,11,0
24668469,2601663,31927,12,0
24668470,2601663,21903,13,0
24668471,2601663,29387,14,0
24668472,2601663,6361,15,0
24668473,2601663,36011,16,0
24668474,2601663,4605,17,0
24668475,2601663,1999,18,0
24668476,2601663,43961,19,0
24668477,2601663,28862,20,0
24668478,2601663,4799,21,0
24668479,2601663,13431,22,0
24668480,2601663,23734,23,0
24668481,2601663,11698,24,0
24668482,2601663,29960,25,0
24668483,2601663,37841,26,0
24857225,2621618,36011,1,1
24857226,2621618,7398,2,1
24857227,2621618,47611,3,1
24857228,2621618,31639,4,1
24857229,2621618,3873,5,0
24857230,2621618,33894,6,1
24901773,2626299,26348,1,1
24901774,2626299,37710,2,0
24901775,2626299,22362,3,1
24901776,2626299,40199,4,0
24901777,2626299,46061,5,0
24901778,2626299,43721,6,0
24901779,2626299,49235,7,1
24965945,2633104,42372,1,0
24965946,2633104,44156,2,0
24965947,2633104,5876,3,0
24965948,2633104,28204,4,0
24965949,2633104,47766,5,0
24965950,2633104,33548,6,0
24965951,2633104,30597,7,0
24965952,2633104,33791,8,0
24965953,2633104,9076,9,0
24965954,2633104,21376,10,0
24965955,2633104,33129,11,0
24965956,2633104,49647,12,0
24965957,2633104,19068,13,0
24965958,2633104,31683,14,0
24965959,2633104,33560,15,0
24965960,2633104,46941,16,0
24965961,2633104,43183,17,0
24965962,2633104,5077,18,0
24965963,2633104,21616,19,0
24965964,2633104,16797,20,0
24965965,2633104,49683,21,0
24969673,2633485,7398,1,1
24969674,2633485,36011,2,1
24969675,2633485,13230,3,1
24969676,2633485,31639,4,1
24969677,2633485,38200,5,0
24969678,2633485,43183,6,1
24969679,2633485,14875,7,1
24969680,2633485,3318,8,1
24969681,2633485,16014,9,0
25147847,2652346,33548,1,1
25147848,2652346,21376,2,1
25147849,2652346,19068,3,1
25147850,2652346,16797,4,1
25147851,2652346,9076,5,1
25147852,2652346,28204,6,1
25147853,2652346,47766,7,1
25147854,2652346,22882,8,1
25147855,2652346,49683,9,1
25147856,2652346,21616,10,1
25289388,2667199,22309,1,1
25289389,2667199,26312,2,0
25289390,2667199,33129,3,0
25289391,2667199,7398,4,1
25289392,2667199,31551,5,1
25289393,2667199,42460,6,1
25289394,2667199,29689,7,1
25289395,2667199,8479,8,1
25289396,2667199,39275,9,1
25466053,2685812,8571,1,1
25466054,2685812,5161,2,1
25466055,2685812,9213,3,0
25466056,2685812,21903,4,1
25578117,2697545,29392,1,0
25578118,2697545,35914,2,1
25578119,2697545,45265,3,1
25578120,2697545,30776,4,1
25578121,2697545,19849,5,1
25600118,2699814,15424,1,1
25600119,2699814,33589,2,0
25600120,2699814,30073,3,0
25600121,2699814,2238,4,0
25668184,2707099,17183,1,1
25668185,2707099,46886,2,1
25668186,2707099,22151,3,1
25668187,2707099,4217,4,0
25668188,2707099,2716,5,1
25668189,2707099,24852,6,1
25668190,2707099,19706,7,1
25668191,2707099,44786,8,1
25668192,2707099,27344,9,0
25668193,2707099,33787,10,1
25668194,2707099,46331,11,1
25668195,2707099,13808,12,0
25668196,2707099,40571,13,0
25668197,2707099,30142,14,0
25696397,2710035,33000,1,1
25696398,2710035,20670,2,1
25710467,2711531,19706,1,1
25710468,2711531,24852,2,1
25710469,2711531,29328,3,1
25710470,2711531,22151,4,1
25710471,2711531,4217,5,1
25710472,2711531,21903,6,0
25710473,2711531,23765,7,0
25710474,2711531,36735,8,0
25731303,2713712,24852,1,1
25731304,2713712,8277,2,1
25731305,2713712,12341,3,1
25731306,2713712,36342,4,1
25731307,2713712,44948,5,1
25731308,2713712,2426,6,1
25731309,2713712,22825,7,1
25803080,2721182,42972,1,1
25803081,2721182,49235,2,0
25803082,2721182,27796,3,1
25840874,2725203,44786,1,1
25840875,2725203,22151,2,1
25840876,2725203,38159,3,1
25840877,2725203,19706,4,1
25840878,2725203,24852,5,1
25840879,2725203,45210,6,1
25840880,2725203,7185,7,1
25840881,2725203,29328,8,1
25840882,2725203,2716,9,1
25840883,2725203,17183,10,1
25840884,2725203,46886,11,0
25840885,2725203,33000,12,0
25861560,2727369,47977,1,1
25861561,2727369,42972,2,1
25873680,2728642,8277,1,1
25873681,2728642,24852,2,1
25873682,2728642,17183,3,1
25873683,2728642,12341,4,1
25873684,2728642,43122,5,1
25873685,2728642,46886,6,1
25873686,2728642,17898,7,1
25873687,2728642,9426,8,1
25873688,2728642,27344,9,1
25873689,2728642,17878,10,1
25873690,2728642,39275,11,1
25873691,2728642,31506,12,0
26031007,2745139,32303,1,0
26031008,2745139,8898,2,1
26031009,2745139,30511,3,1
26031010,2745139,31551,4,0
26031011,2745139,21894,5,0
26031012,2745139,27323,6,0
26031013,2745139,5785,7,1
26031014,2745139,29553,8,0
26031015,2745139,24097,9,0
26031016,2745139,14168,10,1
26031017,2745139,5296,11,1
26031018,2745139,17338,12,0
26031019,2745139,1752,13,0
26031020,2745139,4932,14,0
26031021,2745139,40002,15,0
26031022,2745139,28564,16,0
26249279,2768207,47977,1,1
26249280,2768207,42972,2,1
26457778,2789999,39275,1,0
26457779,2789999,17720,2,1
26457780,2789999,19508,3,0
26457781,2789999,42265,4,1
26457782,2789999,5161,5,1
26457783,2789999,14256,6,1
26457784,2789999,13176,7,1
26736845,2819427,24852,1,1
26736846,2819427,22151,2,1
26736847,2819427,48747,3,1
26736848,2819427,17183,4,1
26736849,2819427,2426,5,1
26736850,2819427,8277,6,1
26736851,2819427,12341,7,0
26736852,2819427,19706,8,1
26952003,2841941,19068,1,1
26952004,2841941,16797,2,1
26952005,2841941,9076,3,1
26952006,2841941,24852,4,1
26952007,2841941,28204,5,1
26952008,2841941,47766,6,1
26952009,2841941,44156,7,1
26952010,2841941,49683,8,1
26952011,2841941,21616,9,1
27092688,2856695,8859,1,1
27092689,2856695,13176,2,1
27092690,2856695,25017,3,1
27092691,2856695,33303,4,0
27092692,2856695,10326,5,0
27113233,2858907,20401,1,0
27113234,2858907,23001,2,0
27113235,2858907,6238,3,0
27336799,2882606,49235,1,1
27336800,2882606,5028,2,0
27336801,2882606,36472,3,1
27336802,2882606,40939,4,1
27336803,2882606,26348,5,1
27336804,2882606,196,6,1
27610014,2911656,682,1,0
27610015,2911656,21503,2,0
27610016,2911656,24044,3,0
27699769,2921144,38768,1,0
27773970,2928889,28204,1,1
27773971,2928889,47766,2,1
